Id,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Ground Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),BASEMENT PEOPLE:People Occupant Count [](TimeStep),BASEMENT:Zone Mean Air Temperature [C](TimeStep),COOLSYS1 CHILLER 1:Chiller Electric Power [W](TimeStep)
996,28.8,12.2,9.00E-03,36,100000,1.4,121,786,24,6.64491738424334,47.9427613606028,23.3330109529405,138924.025807274
997,29.1,12.8,9.42E-03,37,100000,2.2,202,546,24,6.64491738424334,47.9427613606028,23.3218172977603,143530.092148075
998,28.2,13.2,9.67E-03,40,100000,3.9,315,121,24,6.64491738424334,47.9427613606028,23.3103133084608,175831.673064843
999,27.9,13.2,9.50E-03,40,100000,4.3,326,468,24,6.64491738424334,9.58855227212056,22.9344042145254,154061.391403465
1000,27.1,13.1,9.52E-03,42,100000,5.2,2,415,24,6.64491738424334,9.58855227212056,22.8899614400113,139975.891717616
1001,26.8,13.3,9.57E-03,43,100000,5,338,213,24,6.64491738424334,9.58855227212056,22.8194406846492,135870.956199654
1002,25.6,13.9,9.96E-03,48,100000,5.4,17,235,24,6.64491738424334,0,22.6654708228935,161929.035429138
1003,24.8,14.7,1.07E-02,54,100000,4.5,350,0,24,6.64491738424334,0,24.3644425058017,-5360.88705113976
1004,23.4,15.7,1.13E-02,62,100000,3.9,338,0,24,6.64491738424334,0,25.0399582163178,-8712.67378525299
1005,22.9,16.5,1.19E-02,67,100000,2,216,0,24,6.64491738424334,0,25.0875415645647,-8966.00028936153
1006,21.8,16.8,1.21E-02,73,100000,1,125,0,24,6.64491738424334,0,25.1464841874957,-8199.6483187399
1007,21.2,16.6,1.20E-02,75,100000,0,0,0,24,6.64491738424334,0,25.1701587452964,-9271.8050364946
1008,19.7,16,1.15E-02,79,100000,0.8,0,0,24,6.64491738424334,0,25.1979934184252,-8027.65167165809
1009,18.7,14.9,1.08E-02,79,100000,1.2,0,0,24,6.64102700852901,0,25.2222399180452,-9786.64298684253
1010,17.2,14,1.00E-02,81,100000,2.2,23,0,24,6.64102700852901,0,25.2461463523898,-7281.15633107678
1011,16.7,12.9,9.36E-03,78,100000,1.6,11,0,24,6.64102700852901,0,25.2678276219546,-10383.7358040605
1012,16,12.1,8.95E-03,78,100000,1.3,37,0,24,6.64102700852901,0,25.2880915385604,-12219.5535121651
1013,17.8,15.6,1.12E-02,87,100000,0,0,0,24,6.64102700852901,0,25.3077366467663,-5871.49357723176
1014,17.4,15.5,1.12E-02,89,100000,0,0,0,24,6.64102700852901,0,25.3254726566502,-5757.25524067089
1015,18.4,15.7,1.14E-02,85,100000,0,0,0,24,6.64102700852901,0,25.3423532176048,-7286.71315328272
1016,20,15.3,1.08E-02,74,101000,0,0,0,24,6.64102700852901,0,25.3585798587259,-6875.0431008039
1017,23.4,15.4,1.10E-02,61,101000,0.4,10,405,24,6.64102700852901,0,25.373331510378,128689.681523583
1018,26.5,15,1.06E-02,49,101000,1,68,611,24,6.64102700852901,0,25.3913226149111,87399.7796629698
1019,29.4,15.2,1.08E-02,42,101000,1.7,113,947,24,6.64102700852901,0,25.4042146167674,70678.3269871686
1020,30.2,14.7,1.06E-02,39,100000,2.4,191,1060,24,6.64102700852901,0,25.418440032133,68668.6086360406
1021,30.1,15.1,1.08E-02,40,100000,2.9,228,588,24,6.64102700852901,0,25.4269950166308,81395.2151871509
1022,28.8,15.5,1.13E-02,45,100000,3.3,270,333,24,6.64102700852901,0,25.4389281363593,100548.21557136
1023,28.2,16.9,1.24E-02,51,100000,3.4,263,180,24,6.64102700852901,0,25.4453319030296,95110.381382837
