Id,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Ground Temperature [C](TimeStep),Environment:Site Mains Water Temperature [C](TimeStep),BASEMENT PEOPLE:People Occupant Count [](TimeStep),BASEMENT:Zone Mean Air Temperature [C](TimeStep),COOLSYS1 CHILLER 1:Chiller Electric Power [W](TimeStep)
228,31.8,15.1,1.06E-02,36,101000,1.1,118,1029,25,7.73488646863152,91.0912465851453,24.0018524224888,171280.842667007
229,31.7,15.9,1.14E-02,39,101000,2.1,204,752,25,7.73488646863152,47.9427613606028,24.0015532783019,222895.603555551
230,30,17.4,1.25E-02,47,101000,3.3,315,242,25,7.73488646863152,91.0912465851453,24.0014734912966,217836.722288388
231,28.8,18,1.30E-02,52,101000,3.8,333,138,25,7.73488646863152,91.0912465851453,24.0017473058189,219091.60929187
232,27.4,18.5,1.36E-02,59,101000,4.2,4,119,25,7.73488646863152,91.0912465851453,24.0018925936476,209348.935136913
233,27,17.9,1.30E-02,58,101000,3.9,338,22,25,7.73488646863152,91.0912465851453,24.0019523207404,211890.239406008
234,26.2,17.1,1.22E-02,57,101000,3.8,4,141,25,7.73488646863152,67.1198659048439,24.0017779818634,192037.493071162
235,26,15.6,1.12E-02,53,101000,3.3,333,0,25,7.73488646863152,38.3542090884823,24.0010835348669,180317.963409482
236,25.2,14.7,1.04E-02,52,101000,2.8,315,0,25,7.73488646863152,38.3542090884823,24.0009134343258,165974.322841217
237,24.9,13.7,9.85E-03,50,101000,1.7,204,0,25,7.73488646863152,9.58855227212056,23.8290520106248,142666.854097265
238,23.9,13.8,9.84E-03,53,101000,0.9,118,0,25,7.73488646863152,9.58855227212056,23.7768524489432,140159.824719301
239,23.2,14.4,1.03E-02,58,101000,0,0,0,25,7.73488646863152,4.79427613606028,25.4966273561708,-9735.34330459929
240,21.8,15.8,1.13E-02,69,101000,0,0,0,25,7.73488646863152,4.79427613606028,26.204729757809,-6646.50505497871
241,21.1,16.5,1.18E-02,75,101000,0,0,0,25,7.67411489075467,0,26.1770112860938,1337.34350617299
242,20.2,16.8,1.20E-02,81,101000,0,0,0,25,7.67411489075467,0,26.2488868441246,1547.70665306523
243,20.2,16,1.14E-02,77,101000,0,0,0,25,7.67411489075467,0,26.2674231640308,907.856751726678
244,19.6,15.4,1.10E-02,77,101000,0.2,24,0,25,7.67411489075467,0,26.2999098313532,877.941196234611
245,21,14.7,1.04E-02,67,101000,2.2,23,0,25,7.67411489075467,0,26.3254912655844,4406.10839437276
246,19.8,15.2,1.09E-02,75,101000,1.9,41,0,25,7.67411489075467,0,26.3783107529544,2527.92440937632
247,20.2,14.7,1.05E-02,71,101000,1,4,0,25,7.67411489075467,9.58855227212056,23.5828312644945,144525.114374802
248,21.4,14.8,1.05E-02,66,101000,0,0,0,25,7.67411489075467,19.1771045442411,23.8164943787135,122434.543534764
249,24.7,13.7,9.74E-03,50,101000,0,0,115,25,7.67411489075467,91.0912465851453,23.9930340201558,145855.128896869
250,27.7,13.7,9.76E-03,42,101000,0,0,708,25,7.67411489075467,91.0912465851453,24.0010692043531,132847.190252164
251,30.6,13.6,9.90E-03,36,101000,0,0,1056,25,7.67411489075467,91.0912465851453,24.0018795882671,147838.872642271
252,31.2,15.2,1.08E-02,38,101000,0.9,118,779,25,7.67411489075467,91.0912465851453,24.001958162646,176798.219594642
253,31,15.9,1.13E-02,40,101000,1.7,206,708,25,7.67411489075467,47.9427613606028,24.0018282224503,207786.54051675
254,29.4,17,1.22E-02,47,100000,2.2,315,190,25,7.67411489075467,91.0912465851453,24.0011064817503,208463.561307462
255,28.7,16.3,1.17E-02,47,100000,2.4,333,151,25,7.67411489075467,91.0912465851453,24.0017039330654,198862.82853425
256,27.8,16.1,1.16E-02,49,100000,2.3,2,138,25,7.67411489075467,91.0912465851453,24.0018889893762,185429.789194411
257,27.8,15.3,1.10E-02,47,101000,2.2,338,192,25,7.67411489075467,91.0912465851453,24.0025554032817,178432.987239876
258,26.8,16.3,1.17E-02,53,101000,2.3,2,85,25,7.67411489075467,67.1198659048439,24.0019414829387,187165.608890247
259,25.8,16.5,1.17E-02,56,101000,2.4,333,0,25,7.67411489075467,38.3542090884823,24.0009715882863,184980.90734413
260,23.8,17.2,1.24E-02,67,101000,2.2,315,0,25,7.67411489075467,38.3542090884823,24.0007086550937,182183.637321603
261,22.4,16.3,1.16E-02,68,101000,1.7,206,0,25,7.67411489075467,9.58855227212056,23.8306840402351,161688.251906133
262,20.8,15.7,1.12E-02,73,101000,0.9,118,0,25,7.67411489075467,9.58855227212056,23.7782436817157,153796.433485935
263,20.4,14.2,1.02E-02,68,101000,0,0,0,25,7.67411489075467,4.79427613606028,25.4975457957158,-9300.88929834487
264,20,14.1,1.01E-02,69,101000,0,0,0,25,7.67411489075467,4.79427613606028,26.208883326042,-6198.55862509255
265,20.8,13.8,9.84E-03,64,101000,0,0,0,25,7.61492743325442,0,26.176565374635,-1484.09002949697
266,21.2,14.6,1.04E-02,66,101000,0,0,0,25,7.61492743325442,0,26.251475289053,636.020343106162
267,22,14.4,1.03E-02,62,101000,1,4,0,25,7.61492743325442,0,26.2663356950567,4615.36521429077
268,21.5,15.1,1.08E-02,67,101000,1.9,41,0,25,7.61492743325442,0,26.2991780886588,5071.94094702926
269,18.6,9.2,7.21E-03,54,101000,1.1,45,0,25,7.61492743325442,0,26.3242908192551,-5578.47364048669
270,18.3,9.4,7.34E-03,56,101000,0.6,5,0,25,7.61492743325442,0,26.3800187597899,-5463.70337009663
271,19,9.5,7.40E-03,54,101000,0.6,17,0,25,7.61492743325442,9.58855227212056,23.5902834209085,98797.6834919443
272,19.3,10.3,7.82E-03,56,101000,0,0,0,25,7.61492743325442,19.1771045442411,23.8186552147666,89945.0934332776
273,21.7,10,7.61E-03,47,101000,0.6,96,261,25,7.61492743325442,91.0912465851453,23.9973361811722,122914.187400085
274,23.8,10.7,8.10E-03,44,101000,1,168,475,25,7.61492743325442,91.0912465851453,23.9998954126175,117464.784432855
275,26.8,11.2,8.36E-03,38,101000,2.2,293,1054,25,7.61492743325442,91.0912465851453,24.0000198463192,112065.285570193
276,27.8,13,9.35E-03,40,101000,2.5,312,742,25,7.61492743325442,91.0912465851453,23.9989431745152,139152.332909579
277,28.9,14.3,1.02E-02,41,101000,3.4,343,922,25,7.61492743325442,47.9427613606028,24.0010725055232,176627.169815248
278,28.2,15.9,1.14E-02,47,100000,3.3,293,568,25,7.61492743325442,91.0912465851453,24.0004541955911,174487.937120876
279,28.2,16.2,1.16E-02,48,100000,4,308,316,25,7.61492743325442,91.0912465851453,24.0014079463804,190123.001302846
280,27,16.9,1.22E-02,54,100000,3.8,278,45,25,7.61492743325442,91.0912465851453,24.0017859731673,200916.030687598
281,26.6,16.7,1.22E-02,55,100000,3.9,315,95,25,7.61492743325442,91.0912465851453,24.0019299209955,195134.661771381
282,25,17.2,1.23E-02,62,101000,3,294,60,25,7.61492743325442,67.1198659048439,24.0020190053924,196346.980831761
283,24.7,17.1,1.23E-02,63,101000,2.8,340,0,25,7.61492743325442,38.3542090884823,24.0010861658558,187074.48283286
284,23.8,17.2,1.24E-02,67,101000,2.2,338,0,25,7.61492743325442,38.3542090884823,24.000774078141,182431.248845044
285,24.4,16.2,1.15E-02,60,101000,2.8,36,0,25,7.61492743325442,9.58855227212056,23.8273711800433,166541.70611916
286,23.7,15.4,1.10E-02,60,101000,2.6,5,0,25,7.61492743325442,9.58855227212056,23.7750933214469,155643.969354401
287,23.2,14.1,1.01E-02,57,101000,2.8,338,0,25,7.61492743325442,4.79427613606028,25.4945729384316,-9862.37889711092
288,20.7,13.7,9.78E-03,64,101000,1.6,199,0,25,7.61492743325442,4.79427613606028,26.2026532561793,-5013.73863156388
289,19.2,12.8,9.32E-03,67,101000,1,110,0,25,7.55734162393572,0,26.1740971434052,-2756.59358361654
290,17.2,12.6,9.07E-03,74,101000,0,0,0,25,7.55734162393572,0,26.2450914907307,-2148.13380638207
291,17.5,11.2,8.36E-03,67,101000,0.4,10,0,25,7.55734162393572,0,26.2618082934167,-4747.38832063849
292,17.4,10.6,7.93E-03,64,101000,0.4,0,0,25,7.55734162393572,0,26.2923898500255,-4917.66534171182
293,19.6,12.4,8.98E-03,63,101000,2.8,315,0,25,7.55734162393572,0,26.316088687712,2247.29529412127
294,20.6,11.7,8.64E-03,57,101000,2.4,277,0,25,7.55734162393572,0,26.3692090245142,1973.84644875737
295,22.5,10,7.65E-03,45,101000,2.7,162,0,25,7.55734162393572,9.58855227212056,23.582426773121,99613.5356462722
296,25,9.6,7.51E-03,38,101000,2.8,68,0,25,7.55734162393572,19.1771045442411,23.8038405404327,88427.9183055596
297,27.6,8.3,6.90E-03,30,101000,4.2,6,550,25,7.55734162393572,91.0912465851453,23.9969596071412,127315.516816761
298,29.7,8.9,7.02E-03,27,101000,5.1,34,992,25,7.55734162393572,91.0912465851453,24.0009920592055,130298.170533561
299,31.2,9.2,7.37E-03,26,101000,6.1,90,728,25,7.55734162393572,91.0912465851453,24.0007650925568,160562.98812142
300,32.1,10.6,8.06E-03,27,101000,5.6,159,975,25,7.55734162393572,91.0912465851453,24.0004168955639,162099.21704094
301,32.6,10.7,7.98E-03,26,101000,4.9,158,702,25,7.55734162393572,47.9427613606028,24.0008635456925,186863.731450958
302,33,10.7,8.17E-03,26,101000,3.3,113,812,25,7.55734162393572,91.0912465851453,24.0007638672227,169737.487965607
303,33.2,8.8,6.97E-03,22,101000,2.9,23,337,25,7.55734162393572,91.0912465851453,24.0024139784311,172290.876176979
304,33,8.7,6.90E-03,22,101000,2.4,0,683,25,7.55734162393572,91.0912465851453,24.0026427320737,158277.120890942
305,32.2,8.9,7.20E-03,24,101000,2.8,23,239,25,7.55734162393572,91.0912465851453,24.0019394969589,170689.778993781
306,30.5,11.8,8.73E-03,32,101000,2.5,151,119,25,7.55734162393572,67.1198659048439,24.0000702513748,176204.312053373
307,28.3,13.9,9.87E-03,41,101000,2.5,278,0,25,7.55734162393572,38.3542090884823,24.0000793155556,172419.877917039
308,25.8,16.1,1.15E-02,55,101000,1.7,360,0,25,7.55734162393572,38.3542090884823,24.000323427545,178232.461367481
309,23.7,16.1,1.14E-02,62,101000,1.3,310,0,25,7.55734162393572,9.58855227212056,23.8472756903843,160543.871239875
310,22.3,15.7,1.11E-02,66,101000,0.3,179,0,25,7.55734162393572,9.58855227212056,23.7932553223801,154175.739583263
311,21.6,14,1.00E-02,62,101000,0,0,0,25,7.55734162393572,4.79427613606028,25.5158101772022,-10621.6052089633
312,21.3,13.6,9.83E-03,62,101000,0,0,0,25,7.55734162393572,4.79427613606028,26.2185586783343,-8762.44118042763
313,21.1,13.2,9.55E-03,61,101000,0,0,0,25,7.50137451629056,0,26.0615754326383,-4052.3638782459
314,20.6,13.9,1.00E-02,66,101000,0,0,0,25,7.50137451629056,0,26.1312381955791,-2933.60909499203
315,20,13.6,9.80E-03,67,101000,1.4,144,0,25,7.50137451629056,0,26.1329173621106,-1497.57462607256
316,19.5,13.5,9.79E-03,69,101000,2,280,0,25,7.50137451629056,0,26.1572054120897,-136.79873188127
317,25,6.5,5.91E-03,30,101000,2.8,68,0,25,7.50137451629056,0,26.1715735297267,11090.1495824657
318,24.6,7.3,6.35E-03,33,101000,2.3,83,0,25,7.50137451629056,0,26.1913936250343,8782.34976152804
319,24.5,9.7,7.48E-03,39,101000,2.4,129,0,25,7.50137451629056,9.58855227212056,23.4189332367857,106671.955751312
320,24.8,10.2,7.81E-03,40,101000,1.7,90,0,25,7.50137451629056,9.58855227212056,23.6752603604439,113997.947108031
321,26.3,12.4,8.98E-03,42,101000,2.3,96,116,25,7.50137451629056,47.9427613606028,23.8197220209628,120136.462714032
322,28.4,13.4,9.68E-03,40,101000,2.4,53,541,25,7.50137451629056,47.9427613606028,23.839174146339,111689.262423072
323,31,16.1,1.16E-02,41,101000,3.3,90,760,25,7.50137451629056,47.9427613606028,23.829779454981,189338.785919731
324,32.9,17.3,1.26E-02,40,101000,3.1,106,1060,25,7.50137451629056,47.9427613606028,23.8235802177142,193609.71814139
325,33.8,19.5,1.43E-02,43,101000,3.7,217,755,25,7.50137451629056,47.9427613606028,23.8178324477865,244641.200045355
326,33.2,20,1.48E-02,46,101000,3.3,293,601,25,7.50137451629056,47.9427613606028,23.8122109423522,247270.546178359
327,31.8,20.9,1.59E-02,53,100000,4,44,209,25,7.50137451629056,9.58855227212056,23.448076194269,268069.120516522
328,29.8,19.9,1.47E-02,55,100000,3.5,29,77,25,7.50137451629056,9.58855227212056,23.4031924730121,220810.467098717
329,28.2,19,1.37E-02,57,101000,3.3,338,22,25,7.50137451629056,9.58855227212056,23.3326732511887,207195.845385981
330,26.9,16.6,1.18E-02,53,101000,1.7,168,8,25,7.50137451629056,0,23.1776929982953,151979.097605472
331,26.4,16.1,1.14E-02,53,101000,1,69,0,25,7.50137451629056,0,24.927875710474,2553.8423091726
332,26,16,1.14E-02,54,101000,0,0,0,25,7.50137451629056,0,25.6593237147118,20505.1900741533
333,25.8,18.5,1.34E-02,64,101000,0.8,91,0,25,7.50137451629056,0,25.6676067537628,21036.6557685531
334,25.2,19.6,1.43E-02,71,101000,1.2,179,0,25,7.50137451629056,0,25.7466094636001,15943.7662039997
335,24.6,20.3,1.50E-02,77,101000,2.2,293,0,25,7.50137451629056,0,25.7704401391952,11763.7660405692
336,24,17.6,1.26E-02,67,101000,1.8,261,0,25,7.50137451629056,0,25.8089345456186,10400.0861167253
337,23.8,14.1,1.02E-02,55,101000,1.8,204,0,25,7.44704268444778,0,25.8408808995541,4684.0968888709
338,24,8.6,6.88E-03,37,101000,1.1,68,0,25,7.44704268444778,0,25.8729930218298,-3802.08576269248
339,24.6,5.8,5.77E-03,30,101000,1.8,28,0,25,7.44704268444778,0,25.9034507091453,-6420.62145888243
340,24.9,4.2,5.09E-03,26,101000,1.9,0,0,25,7.44704268444778,0,25.9332600213516,-7796.45136801115
341,21.4,18.4,1.33E-02,83,101000,1.1,113,0,25,7.44704268444778,0,25.959250544098,2359.06590785197
342,20.9,18.4,1.34E-02,86,101000,1.5,136,0,25,7.44704268444778,0,25.9896366967885,2417.58669412882
343,21.4,18.1,1.31E-02,82,101000,1.4,115,0,25,7.44704268444778,0,26.0155666371995,2182.7201706306
344,22.4,17.9,1.29E-02,76,101000,1.1,68,0,25,7.44704268444778,0,26.0402876231101,4160.6756011896
345,24.7,17.6,1.27E-02,65,101000,0.3,4,120,25,7.44704268444778,0,26.0622047652833,74603.3577176873
346,27,17.4,1.26E-02,56,101000,0,0,637,25,7.44704268444778,0,26.0904559460283,88451.4368377061
347,29.2,17.4,1.25E-02,49,101000,0,0,602,25,7.44704268444778,0,26.1230498637771,88291.3086626064
348,30.1,17.8,1.29E-02,48,101000,1.1,83,813,25,7.44704268444778,0,26.1446718830931,84698.6311123237
349,30.4,18.4,1.34E-02,49,101000,2.4,182,549,25,7.44704268444778,0,26.1647560870187,93248.3083914496
350,29.6,19.3,1.41E-02,54,101000,3.9,270,89,25,7.44704268444778,0,26.1787018856314,84099.0739782124
351,28.9,20.1,1.48E-02,59,101000,4.4,305,99,25,7.44704268444778,0,26.1920938253054,87369.5981390926
352,28,20.8,1.55E-02,65,101000,4.3,301,124,25,7.44704268444778,0,26.1983138162396,92304.576550268
353,27.5,21.2,1.60E-02,69,101000,3.3,270,147,25,7.44704268444778,0,26.2067886392093,98963.1284714534
354,26.6,21.4,1.61E-02,73,101000,2.4,259,71,25,7.44704268444778,0,26.2079971331059,85623.9950983192
355,26,21.4,1.61E-02,76,101000,1.4,271,0,25,7.44704268444778,0,26.2087678629723,34755.034468358
356,25,21.3,1.60E-02,80,101000,1.1,315,0,25,7.44704268444778,0,26.2000867014352,20037.4465520621
357,24.4,21.1,1.58E-02,82,101000,0.9,349,0,25,7.44704268444778,0,26.1982596203281,14155.8795685242
358,23.4,21,1.56E-02,86,101000,1.1,358,0,25,7.44704268444778,0,26.2058811689418,10629.1170254856
359,23,20.7,1.54E-02,87,101000,1.1,315,0,25,7.44704268444778,0,26.2179713773423,8583.96004954918
360,22.4,20.4,1.50E-02,88,101000,1.3,242,0,25,7.44704268444778,0,26.2315332666336,8007.99882856055
361,22.3,19.8,1.46E-02,86,101000,1.1,152,0,25,7.39436221826478,0,26.244997503518,6319.99459836499
362,22,19.4,1.42E-02,85,101000,1.1,90,0,25,7.39436221826478,0,26.2586513815794,6109.15198922293
363,22.1,18.9,1.37E-02,82,101000,0.8,63,0,25,7.39436221826478,0,26.2723541890055,5975.82989298133
364,21.6,18.6,1.35E-02,83,101000,1,83,0,25,7.39436221826478,0,26.2858967322928,5349.23180542056
365,21.2,19.4,1.43E-02,90,101000,0,0,0,25,7.39436221826478,0,26.299086698413,3004.3781002176
366,21,19.4,1.43E-02,91,101000,0,0,0,25,7.39436221826478,0,26.3120707492081,3126.08770013119
367,21.2,19.1,1.40E-02,88,101000,0,0,0,25,7.39436221826478,0,26.3243294101159,3425.13186737575
368,22,18.7,1.36E-02,82,101000,0,0,0,25,7.39436221826478,0,26.336493666931,4326.47677117179
369,23.6,18.1,1.30E-02,71,101000,1.2,19,53,25,7.39436221826478,0,26.3475950646461,34049.3179989489
370,25.8,17.6,1.27E-02,61,101000,2.3,84,481,25,7.39436221826478,0,26.3628417910555,96937.2774271085
371,28.2,17.3,1.25E-02,52,101000,3.3,135,713,25,7.39436221826478,0,26.3809658283126,92868.9378691198
372,30.1,17.5,1.26E-02,47,101000,3.5,210,805,25,7.39436221826478,0,26.388516591909,94300.2988940326
373,31.1,18,1.31E-02,46,101000,3.4,240,299,25,7.39436221826478,0,26.3982564243767,77153.1625724599
374,31,19,1.39E-02,49,101000,2.8,270,430,25,7.39436221826478,0,26.4016446937813,94663.8128940555
375,30.1,19.6,1.43E-02,53,101000,2.7,255,279,25,7.39436221826478,0,26.4084864323156,72069.5220217182
376,28.7,20.2,1.49E-02,60,101000,2.5,267,156,25,7.39436221826478,0,26.4098009299263,87867.9261893117
377,27.4,20.6,1.54E-02,67,101000,2.8,270,40,25,7.39436221826478,0,26.4125072286078,93452.356882094
378,26.3,21.1,1.58E-02,73,101000,2.6,311,53,25,7.39436221826478,0,26.4061164530428,81299.3857816405
379,25.5,21.6,1.63E-02,79,101000,2.4,310,0,25,7.39436221826478,0,26.3989781964223,38745.0192562324
380,25,21.9,1.66E-02,83,101000,1.7,293,0,25,7.39436221826478,0,26.3828006425396,25491.9953015639
381,24.6,21.9,1.66E-02,85,101000,1.1,199,0,25,7.39436221826478,0,26.373874409703,18669.5518237
382,24,21.9,1.66E-02,88,101000,0.3,105,0,25,7.39436221826478,0,26.3694010010496,11666.9078732664
383,23.4,21.4,1.62E-02,89,101000,0,0,0,25,7.39436221826478,0,26.3556108875732,7428.23119938794
384,22.7,21,1.57E-02,90,101000,0,0,0,25,7.39436221826478,0,26.3490910419309,5816.41899313366
385,22.2,20.5,1.52E-02,90,101000,0,0,0,25,7.34334871856266,0,26.5083327908621,5691.89195602668
386,21.8,20.1,1.48E-02,90,101000,0,0,0,25,7.34334871856266,0,26.492423727299,4965.20389293422
387,21.6,19.7,1.45E-02,89,101000,0.3,11,0,25,7.34334871856266,0,26.5211798601219,5130.19942764842
388,21.4,19.6,1.45E-02,90,101000,0.2,28,0,25,7.34334871856266,0,26.5343376960071,4595.4218622797
389,20.4,19.5,1.43E-02,95,101000,0,0,0,25,7.34334871856266,0,26.552187715146,3985.726638411
390,19.6,19.2,1.41E-02,98,101000,0.1,20,0,25,7.34334871856266,0,26.596176049924,4864.01350157654
391,19.9,19.1,1.41E-02,96,101000,0,0,0,25,7.34334871856266,9.58855227212056,23.7068211845955,182509.71821729
392,21,19.2,1.41E-02,90,101000,0,0,0,25,7.34334871856266,19.1771045442411,23.9754711377786,168810.363934125
393,23.5,18.5,1.35E-02,74,101000,0,0,49,25,7.34334871856266,91.0912465851453,23.9992877613163,179288.637783169
394,26,17.7,1.27E-02,60,101000,0,0,321,25,7.34334871856266,91.0912465851453,24.001600693061,165554.622714745
395,28.4,16.4,1.17E-02,48,101000,0,0,906,25,7.34334871856266,91.0912465851453,24.0020035505149,148757.086291721
396,29.4,16.1,1.16E-02,45,101000,0.8,98,869,25,7.34334871856266,91.0912465851453,24.0019778546475,163410.821437783
397,29.7,16.1,1.15E-02,44,101000,1.3,158,714,25,7.34334871856266,47.9427613606028,24.001817690407,191226.43201673
398,29,17.2,1.23E-02,49,101000,2.2,248,88,25,7.34334871856266,91.0912465851453,24.001324616951,207756.000618495
399,28.4,18.4,1.34E-02,55,101000,2.6,256,244,25,7.34334871856266,91.0912465851453,24.0016405522782,208385.036628894
400,27.5,19.9,1.46E-02,63,101000,3.2,296,81,25,7.34334871856266,91.0912465851453,24.0018466443692,227774.783262146
401,27,20.8,1.55E-02,69,101000,3.3,293,107,25,7.34334871856266,91.0912465851453,24.0018762579356,232676.702850155
402,26,21.4,1.61E-02,76,101000,3.8,349,39,25,7.34334871856266,67.1198659048439,24.0015478026322,250733.632867165
403,25,20.7,1.54E-02,77,101000,3.6,343,0,25,7.34334871856266,38.3542090884823,24.0009666858302,226377.143989161
404,23.5,19.9,1.46E-02,80,101000,3.3,338,0,25,7.34334871856266,38.3542090884823,24.0006349756924,210548.012177446
405,22.5,18.3,1.32E-02,77,101000,2.2,225,0,25,7.34334871856266,9.58855227212056,23.8663565172211,181409.81769755
406,21.4,17.6,1.27E-02,79,101000,1.2,129,0,25,7.34334871856266,9.58855227212056,23.8083636701198,172311.031018033
407,21.2,17.3,1.23E-02,78,101000,0,0,0,25,7.34334871856266,4.79427613606028,25.5314678086193,-2088.29205165269
408,21.1,18.3,1.32E-02,84,101000,0,0,0,25,7.34334871856266,4.79427613606028,26.2531635530679,-3585.29800402948
409,21.5,19.1,1.41E-02,87,101000,0,0,0,25,7.29401729250617,0,26.2128009136293,2347.35214805899
410,21.6,20.1,1.50E-02,92,101000,0,0,0,25,7.29401729250617,0,26.2856667868871,2866.95568050488
411,21.7,20.2,1.51E-02,92,101000,0,0,0,25,7.29401729250617,0,26.2982541414759,3010.73201570625
412,21.1,20.1,1.48E-02,94,101000,0.2,28,0,25,7.29401729250617,0,26.3301424340543,4159.4715136861
413,17.4,13.5,9.70E-03,78,101000,0,0,0,25,7.29401729250617,0,26.3530512597615,-93.1773987952874
414,16.7,14.1,1.01E-02,85,101000,0,0,0,25,7.29401729250617,0,26.407969239256,2017.1647248938
415,17.4,14.3,1.02E-02,82,101000,0,0,0,25,7.29401729250617,9.58855227212056,23.603050027398,145418.776143583
416,19,14.2,1.02E-02,74,101000,0,0,0,25,7.29401729250617,19.1771045442411,23.8351466039845,119031.469364571
417,22.3,13.7,9.77E-03,58,101000,0.2,22,271,25,7.29401729250617,91.0912465851453,23.998239879707,135439.48571218
418,25.5,13.5,9.80E-03,48,101000,1,89,747,25,7.29401729250617,91.0912465851453,24.0014509821575,122439.536484549
419,28.6,13.7,9.80E-03,40,101000,1.7,135,878,25,7.29401729250617,91.0912465851453,24.0019848079245,139966.867045604
420,29.9,14.3,1.03E-02,39,101000,2.9,207,1042,25,7.29401729250617,91.0912465851453,24.0018578816876,156495.88540624
421,30.3,15.2,1.08E-02,40,101000,3.7,234,943,25,7.29401729250617,47.9427613606028,24.0015592282127,192046.673526429
422,29.4,15.9,1.13E-02,44,101000,4.4,270,218,25,7.29401729250617,91.0912465851453,24.0014899069609,199460.136620115
423,28.6,16.5,1.18E-02,48,101000,4.3,265,167,25,7.29401729250617,91.0912465851453,24.0018076077344,200380.622444603
424,27.5,16.8,1.20E-02,52,101000,4.1,296,170,25,7.29401729250617,91.0912465851453,24.0019053465223,193521.463280309
425,27,16.7,1.19E-02,53,101000,3.3,315,207,25,7.29401729250617,91.0912465851453,24.0019438113832,184185.529243958
426,26,16.5,1.18E-02,56,101000,2.9,9,11,25,7.29401729250617,67.1198659048439,24.0017536441033,191910.272381589
427,25.3,16.2,1.15E-02,57,101000,2.2,6,0,25,7.29401729250617,38.3542090884823,24.0009561496443,174768.652752546
428,24,16.1,1.14E-02,61,101000,1.7,338,0,25,7.29401729250617,38.3542090884823,24.0007377720757,171345.716818845
429,23.2,15.7,1.12E-02,63,101000,0.8,223,0,25,7.29401729250617,9.58855227212056,23.8357359007159,155147.423470218
430,22,15.1,1.08E-02,65,101000,0.4,114,0,25,7.29401729250617,9.58855227212056,23.7822677587806,148288.753157185
431,21.4,14.5,1.04E-02,65,101000,0,0,0,25,7.29401729250617,4.79427613606028,25.502506919215,-9593.49851020373
432,20.4,13.7,9.75E-03,65,101000,0.4,0,0,25,7.29401729250617,4.79427613606028,26.2129596176659,-7279.22671572761
433,20,13,9.36E-03,64,101000,0.6,0,0,25,7.2463825491299,0,26.1819862241961,-2705.69809436887
434,19.2,12.6,9.18E-03,66,101000,1.1,23,0,25,7.2463825491299,0,26.2564492065047,-2493.96439356135
435,18.9,12.5,9.01E-03,66,101000,0.9,31,0,25,7.2463825491299,0,26.2705816706792,-1925.20273728435
436,17.9,13,9.36E-03,73,101000,0.7,40,0,25,7.2463825491299,0,26.3007266983549,-646.114694133686
437,17.2,13.6,9.82E-03,80,101000,0,0,0,25,7.2463825491299,0,26.3260725240523,-275.829146972514
438,17.1,13.7,9.76E-03,80,101000,0,0,0,25,7.2463825491299,0,26.3792112404516,1155.77425490413
439,17.9,13.3,9.62E-03,75,101000,0,0,0,25,7.2463825491299,9.58855227212056,23.5853718055476,133549.952010325
440,19.4,12.1,8.87E-03,63,101000,0,0,0,25,7.2463825491299,19.1771045442411,23.8178268733748,101070.943085695
441,22,11.2,8.25E-03,50,101000,1.2,114,293,25,7.2463825491299,91.0912465851453,23.9990906698402,126316.154409534
442,24.5,11,8.25E-03,43,101000,1.8,192,704,25,7.2463825491299,91.0912465851453,24.0006115974271,112146.414142726
443,27,11.9,8.69E-03,39,101000,2.8,293,1073,25,7.2463825491299,91.0912465851453,24.0005249641559,115499.233522903
444,28.2,13.1,9.57E-03,40,101000,2.7,299,764,25,7.2463825491299,91.0912465851453,24.0017414792439,144317.476307952
445,28.7,14.8,1.06E-02,43,101000,3.2,322,634,25,7.2463825491299,47.9427613606028,24.0017917256538,162286.019787705
446,28,15.6,1.11E-02,47,101000,3.3,293,326,25,7.2463825491299,91.0912465851453,24.0014946005884,176723.459401169
447,27.2,16,1.15E-02,51,101000,4.4,322,232,25,7.2463825491299,91.0912465851453,24.0016989658399,183605.55887396
448,26.2,15.7,1.13E-02,53,101000,4.6,299,248,25,7.2463825491299,91.0912465851453,24.0019197593849,173735.840896869
449,25.6,15.5,1.11E-02,54,101000,4.7,293,143,25,7.2463825491299,91.0912465851453,24.0019539111296,175386.870313775
450,25,15.3,1.09E-02,55,101000,3.2,192,117,25,7.2463825491299,67.1198659048439,24.0017680529533,173934.629658409
451,24.9,16.1,1.15E-02,58,101000,1.9,114,0,25,7.2463825491299,38.3542090884823,24.0009536539984,172168.30409976
452,24.6,17.1,1.22E-02,63,101000,0,0,0,25,7.2463825491299,38.3542090884823,24.0008502095028,172217.323900479
453,24.5,18.3,1.34E-02,69,101000,0,0,0,25,7.2463825491299,9.58855227212056,23.8284576285062,186996.304691555
454,23.8,18.5,1.34E-02,72,101000,0,0,0,25,7.2463825491299,9.58855227212056,23.7761523687129,184806.145820807
