Date,Adj Close
2009-01-02,4.2671427726745605
2009-01-05,4.562857151031494
2009-01-06,4.705714225769043
2009-01-07,4.672857284545898
2009-01-08,4.735714435577393
2009-01-09,4.608571529388428
2009-01-12,4.458571434020996
2009-01-13,4.420000076293945
2009-01-14,4.21999979019165
2009-01-15,4.5171427726745605
2009-01-16,4.465714454650879
2009-01-20,4.261428356170654
2009-01-21,4.384285926818848
2009-01-22,4.405714511871338
2009-01-23,4.348571300506592
2009-01-26,4.307142734527588
2009-01-27,4.97428560256958
2009-01-28,5.165714263916016
2009-01-29,5.268571376800537
2009-01-30,5.1628570556640625
2009-02-02,5.278571605682373
2009-02-03,5.248571395874023
2009-02-04,5.264285564422607
2009-02-05,5.3528571128845215
2009-02-06,5.285714149475098
2009-02-09,5.2771430015563965
2009-02-10,5.167142868041992
2009-02-11,5.167142868041992
2009-02-12,5.418571472167969
2009-02-13,5.505714416503906
2009-02-17,5.317142963409424
2009-02-18,5.285714149475098
2009-02-19,5.298571586608887
2009-02-20,5.257143020629883
2009-02-23,5.082857131958008
2009-02-24,5.151428699493408
2009-02-25,5.112857341766357
2009-02-26,5.111428737640381
2009-02-27,5.17714262008667
2009-03-02,4.907142639160156
2009-03-03,5.194285869598389
2009-03-04,5.387142658233643
2009-03-05,5.414285659790039
2009-03-06,5.454285621643066
2009-03-09,5.5
2009-03-10,5.5
2009-03-11,5.355714321136475
2009-03-12,5.708571434020996
2009-03-13,5.624285697937012
2009-03-16,5.522857189178467
2009-03-17,5.827142715454102
2009-03-18,5.945714473724365
2009-03-19,5.929999828338623
2009-03-20,5.949999809265137
2009-03-23,6.199999809265137
2009-03-24,6.20285701751709
2009-03-25,5.937142848968506
2009-03-26,5.964285850524902
2009-03-27,5.668571472167969
2009-03-30,6.00428581237793
2009-03-31,6.1314287185668945
2009-04-01,6.124285697937012
2009-04-02,6.161428451538086
2009-04-03,6.152857303619385
2009-04-06,6.357142925262451
2009-04-07,6.242856979370117
2009-04-08,6.325714111328125
2009-04-09,6.7071428298950195
2009-04-13,7.059999942779541
2009-04-14,6.828571319580078
2009-04-15,6.655714511871338
2009-04-16,6.895714282989502
2009-04-17,6.975714206695557
2009-04-20,7.0871429443359375
2009-04-21,6.657142639160156
2009-04-22,6.554285526275635
2009-04-23,6.47428560256958
2009-04-24,6.104285717010498
2009-04-27,6.624285697937012
2009-04-28,6.597142696380615
2009-04-29,6.461428642272949
2009-04-30,6.4728569984436035
2009-05-01,6.354285717010498
2009-05-04,6.420000076293945
2009-05-05,6.444285869598389
2009-05-06,6.141428470611572
2009-05-07,5.710000038146973
2009-05-08,5.74571418762207
2009-05-11,5.657142639160156
2009-05-12,5.761428356170654
2009-05-13,5.378571510314941
2009-05-14,5.29714298248291
2009-05-15,5.5
2009-05-18,5.538571357727051
2009-05-19,5.661428451538086
2009-05-20,5.75
2009-05-21,5.5871429443359375
2009-05-22,5.5428571701049805
2009-05-26,5.727142810821533
2009-05-27,5.561428546905518
2009-05-28,5.505714416503906
2009-05-29,5.6314287185668945
2009-06-01,5.848571300506592
2009-06-02,5.8814287185668945
2009-06-03,5.785714149475098
2009-06-04,5.815714359283447
2009-06-05,5.598571300506592
2009-06-08,5.544285774230957
2009-06-09,5.57285737991333
2009-06-10,5.408571243286133
2009-06-11,5.391428470611572
2009-06-12,5.405714511871338
2009-06-15,5.451428413391113
2009-06-16,5.404285907745361
2009-06-17,5.77142858505249
2009-06-18,5.901428699493408
2009-06-19,5.9414286613464355
2009-06-22,5.7928571701049805
2009-06-23,5.652857303619385
2009-06-24,5.655714511871338
2009-06-25,5.872857093811035
2009-06-26,5.7671427726745605
2009-06-29,5.885714054107666
